Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1982	7,7,7,8,8,8,8,8	0.3811036944389343,0.3811036944389343,0.2648654878139496,0.5716625452041626,0.5946220755577087,0.5946220755577087,0.5946220755577087,0.5946220755577087	1,1,1,0,0,0,0,0	1,1,1,0,0,0,0,0	2,2,2,0,0,0,0,0	2,2,2,2,2,2,2,2	5.11,5.11,5.11,5.66,5.66,5.66,5.66,5.66	1,1,1,1,1,1,1,1	2,2,2,2,2,2,2,2	0,0,3,3,3,3,1110,1132	0,0,1,5,1,0,0,0	0,0,2,9,2,0,0,0	0,0,5,112,6,0,0,0	6373.json
1867	9,9,9,9	0.01744530349969864,0.01744530349969864,0.01744530349969864,0.016491321846842766	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	9.32,9.32,9.32,9.32	0,0,0,0	2,2,2,2	0,811,1016,1310	0,0,0,1	0,0,0,2	0,0,0,1	5872.json
795	5,3,3,4	0.012557528913021088,0.13191083073616028,0.013528775423765182,0.6824913620948792	0,0,0,1	0,0,0,1	0,0,0,2	1,1,1,2	3.92,3.77,3.77,4.0	0,0,0,0	3,1,1,2	0,0,71,630	0,1,1,3	0,4,2,5	0,131,23,90	7406.json
2427	6,6,6,6,6,6,6,6,10,10	0.47361648082733154,0.47361648082733154,0.47361648082733154,0.47361648082733154,0.47361648082733154,0.47361648082733154,0.47361648082733154,0.47361648082733154,0.07333376258611679,0.07333376258611679	1,1,1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1,2,2	2,2,2,2,2,2,2,2,3,3	2,2,2,2,2,2,2,2,3,3	5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,8.8,8.8	1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,1,1	0,28,28,28,28,46,46,46,114,1577	0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,157,0	4565.json
2474	3,3,3,3,3,3,3	0.5470858216285706,0.5470858216285706,0.5470858216285706,0.5470858216285706,0.5470858216285706,0.5470858216285706,0.5470858216285706	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	1,1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.77,3.77,3.77	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,93,93,93,1100,1418,1624	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	5408.json
740	8,6,6,6	0.33326226472854614,0.25047674775123596,0.2911674678325653,0.3194839060306549	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	8.72,8.0,8.0,8.0	0,0,0,0	4,4,4,4	0,0,2,2	0,3,1,1	0,8,2,2	0,172,16,30	4283.json
607	5,3	0.009697784669697285,0.005588225554674864	0,0	0,0	0,0	1,1	9.33,3.77	0,0	1,1	0,390	0,1	0,2	0,18	4914.json
1706	12,12,12	0.12173280119895935,0.12173280119895935,0.12173280119895935	2,2,2	1,1,1	3,3,3	3,3,3	6.68,6.68,6.68	2,2,2	5,5,5	0,3,856	0,0,0	0,0,0	0,0,0	9541.json
22	8	3.332883061375469E-4	0	0	0	1	3.46	0	7	0	0	0	0	13001.json
1445	3,3	0.38454028964042664,0.38454028964042664	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,594	0,0	0,0	0,0	11105.json
