Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1367	4	0.6954191327095032	0	0	0	1	3.46	0	0	0	0	0	0	327.json
1200	4	0.8380851745605469	0	0	0	1	3.46	0	0	0	0	0	0	381.json
1279	3	0.9340141415596008	0	0	0	1	1.89	0	0	0	0	0	0	2733.json
1374	5	0.09555017203092575	0	0	0	1	3.92	0	3	0	0	0	0	489.json
859	58,58,62,62,61,61,61,61,58,70,70,70,70	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	13,16,20,20,19,19,20,20,19,20,20,20,20	13,18,20,20,19,19,20,20,19,21,21,21,21	26,34,40,40,38,38,40,40,38,41,41,41,41	11,11,12,12,12,12,12,12,12,13,13,13,13	9.48,9.48,9.26,9.26,9.3,9.3,9.3,9.3,8.86,8.72,8.72,8.72,8.72	5,5,5,5,5,5,5,5,5,5,5,5,5	26,29,33,33,32,32,33,33,31,33,33,33,33	0,3,29,29,32,32,32,32,38,39,122,252,408	0,4,11,1,2,1,1,2,4,13,2,1,5	0,8,18,2,5,2,2,4,11,14,4,2,10	0,148,212,7,109,1,33,28,151,232,12,5,10	1524.json
1046	4	0.5968265533447266	0	0	0	1	3.46	0	1	0	0	0	0	1816.json
607	4	0.7602027654647827	0	0	0	1	3.46	0	0	0	0	0	0	1785.json
1450	9,9,9,9	0.504960298538208,0.44919565320014954,0.4948641061782837,0.5185397267341614	1,1,1,1	1,1,1,1	2,2,2,2	2,2,2,2	5.03,5.03,5.03,5.03	1,1,1,1	2,2,2,2	0,4,147,999	0,1,1,1	0,2,2,2	0,1,9,2	131.json
1387	18,21,14	0.16436667740345,0.18240535259246826,0.030292239040136337	5,5,1	4,4,1	9,9,2	5,5,3	6.11,5.85,4.75	2,2,1	6,6,8	0,0,2	0,7,8	0,11,23	0,23,256	1702.json
1494	3,4	0.015301769599318504,0.02221713773906231	0,0	0,0	0,0	1,1	1.89,3.46	0,0	1,1	0,135	0,1	0,2	0,28	1238.json
1212	9	0.4301929175853729	2	2	4	2	5.03	1	3	0	0	0	0	1731.json
1444	13,12,12,18,18,18,19,24,24	1.5467990306206048E-4,3.937575384043157E-4,3.7345377495512366E-4,3.514812560752034E-4,3.4733349457383156E-4,0.001052282052114606,5.05356234498322E-4,0.0020661773160099983,0.0021656507160514593	1,1,1,2,2,2,2,3,3	1,1,1,3,3,3,3,4,4	2,2,2,5,5,5,5,7,7	2,2,2,4,4,4,4,5,5	5.84,5.94,5.94,6.93,6.93,6.93,6.81,6.34,6.34	1,1,1,2,2,2,2,2,2	13,10,10,10,10,10,11,11,11	0,56,61,62,139,141,263,491,993	0,3,1,8,1,4,1,7,2	0,5,2,10,2,8,1,9,4	0,30,5,92,6,40,25,135,4	1067.json
