Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1691	4	0.7105196714401245	0	0	0	1	2.0	0	1	0	0	0	0	4512.json
1284	4	0.7822536826133728	1	1	2	2	2.0	0	1	0	0	0	0	11080.json
2962	3	0.5784488320350647	0	0	0	1	1.89	0	0	0	0	0	0	5176.json
2653	3,3	0.3317241966724396,0.5604549646377563	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,82	0,3	0,6	0,52	2514.json
1049	24,28,20	0.003196987323462963,0.0012633741134777665,0.045810800045728683	3,3,1	3,4,1	6,7,2	4,5,3	5.5,5.3,5.35	3,3,3	11,13,7	0,682,706	0,6,4	0,8,16	0,184,604	10881.json
2079	3,3	0.701277494430542,0.721224844455719	0,0	0,0	0,0	1,1	1.89,1.89	0,0	0,0	0,424	0,2	0,4	0,12	4160.json
1072	3	0.01672728732228279	0	0	0	1	1.89	0	4	0	0	0	0	19201.json
2790	6,7,3,3	0.18071728944778442,0.39606931805610657,0.32638874650001526,0.2566555142402649	1,1,0,0	1,1,0,0	2,2,0,0	2,2,1,1	2.75,2.56,1.89,1.89	1,1,0,0	0,1,1,1	0,242,466,466	0,2,1,1	0,2,7,2	0,27,120,37	8668.json
2541	18,18,18,16	0.029926372691988945,0.030230337753891945,0.021059399470686913,0.011332763358950615	3,3,3,2	3,3,3,2	6,6,6,4	6,6,6,5	3.59,3.59,3.59,3.74	2,2,2,2	7,7,9,10	0,4,217,2342	0,1,2,1	0,2,4,4	0,5,18,67	5914.json
1533	3	0.9474101662635803	0	0	0	1	1.89	0	0	0	0	0	0	19568.json
2323	7,7	0.6751130819320679,0.7353593707084656	1,1	1,1	2,2	2,2	2.56,2.56	1,1	3,3	0,0	0,1	0,2	0,33	8688.json
1564	3	0.09563030302524567	0	0	0	1	1.89	0	1	0	0	0	0	13306.json
1500	4	0.02724470943212509	0	0	0	1	2.0	0	4	0	0	0	0	18207.json
2729	3,3	0.1654936969280243,0.8478068113327026	0,0	0,0	0,0	1,1	1.89,1.89	0,0	0,0	0,37	0,3	0,6	0,51	17979.json
2514	12,12	0.018930353224277496,0.026911532506346703	1,1	3,3	4,4	4,4	2.56,2.56	1,1	6,5	0,89	0,1	0,2	0,23	8899.json
1284	3	0.08188638091087341	0	0	0	1	1.89	0	2	0	0	0	0	11108.json
