LANGUAGE,COUNTRY,READING_DISORDER,CURRENT_DEV,CURRENT_UNDERGRAD,CURRENT_GRAD,KNOWLEDGE_ENLISH,KNOWLEDGE_JAVA,EXP_PROGRAMMING,EXP_JAVA,EXP_PROFESSIONAL,IMPORTANCE_NESTING,IMPORTANCE_DOWHILE,READ_TIME,ANSWER_TIME,READABILITY_RATING,QUESTION_CORRECTNESS,COMPREHENSION_CONFIDENCE,LOGICAL_CORRECTNESS,PROBLEM
Spanish,Colombia,2,1,1,2,4,3,3,2,5,1,2,66908,77540,3,Correct,14,2,r1p1s4
Spanish,Colombia,2,2,2,1,2,4,2,2,6,1,1,126628,103530,5,Incorrect,15,1,r1p1s4
Spanish,Colombia,2,2,1,2,5,3,3,3,5,2,2,156321,28155,2,Incorrect,18,1,r1p1s4
English,USA,2,2,1,2,4,3,2,1,5,2,3,102627,41529,2,Incorrect,16,1,r1p1s4
English,USA,2,2,1,2,5,2,2,1,5,2,3,61329,86468,5,Correct,18,1,r1p1s4
Spanish,Colombia,2,1,1,1,4,4,4,4,8,1,2,45701,32547,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,5,3,3,2,5,2,2,95169,57221,4,Correct,14,1,r1p2s1
Spanish,Colombia,2,2,1,2,3,3,2,1,5,1,3,106192,271379,4,Incorrect,15,2,r1p2s1
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,3,66802,26202,4,Correct,15,1,r1p2s1
Spanish,Colombia,2,1,1,1,4,4,4,3,6,1,2,47266,70183,5,Incorrect,17,1,r1p2s1
Spanish,Colombia,2,2,1,2,2,2,2,1,6,3,3,60016,22849,3,Correct,15,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,3,2,2,5,1,3,48736,19497,3,Incorrect,16,2,r1p2s1
English,USA,2,2,1,2,4,1,2,1,5,3,3,63854,47867,3,Correct,16,1,r1p2s1
English,USA,2,1,2,2,5,3,3,1,6,1,1,59213,19269,5,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,3,2,2,5,1,1,60966,33110,5,Incorrect,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,3,4,3,3,5,2,1,57198,41822,4,Incorrect,14,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,3,1,2,5,2,1,83646,31643,4,Correct,14,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,5,4,3,7,2,4,106712,39327,1,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,2,1,4,3,4,2,9,1,2,45301,28163,4,Correct,15,1,r1p2s1
Spanish,Colombia,2,2,2,2,3,3,3,2,8,1,4,80969,88956,5,Correct,16,1,r1p2s1
Spanish,USA,2,2,2,1,5,5,4,4,5,1,2,79298,30819,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,3,3,1,2,5,2,2,136979,136334,5,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,3,2,1,5,2,3,85464,132967,3,Correct,16,1,r1p2s1
English,USA,2,2,1,2,4,2,2,1,5,2,2,98908,95774,5,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,3,2,2,5,1,2,114040,51957,5,Incorrect,18,2,r1p2s1
English,USA,2,2,1,2,5,5,2,2,7,1,2,52493,13156,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,2,1,4,4,2,4,9,1,3,94528,13461,5,Correct,14,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,4,2,2,5,1,3,62221,30772,4,Correct,15,1,r1p2s1
Spanish,Colombia,2,2,1,2,2,3,1,1,5,1,5,57456,106507,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,2,1,2,3,4,4,9,1,3,31200,24302,4,Incorrect,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,5,3,2,2,5,1,3,42388,24533,4,Incorrect,15,1,r1p2s1
Spanish,Colombia,2,1,1,2,2,3,2,2,7,2,5,88513,89528,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,1,2,4,4,4,4,8,2,2,19832,194529,4,Incorrect,18,2,r1p2s1
Spanish,Colombia,2,2,1,2,3,3,1,2,5,3,3,43783,74440,4,Correct,14,1,r1p2s1
English,USA,2,2,1,2,5,2,2,1,5,2,2,71363,88544,5,Incorrect,14,1,r1p2s1
English,USA,2,2,1,2,5,3,2,1,5,1,2,59335,21737,5,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,3,2,2,5,1,3,53220,38372,4,Incorrect,15,1,r1p2s1
English,USA,2,2,1,2,5,4,4,2,5,2,5,24571,15152,5,Correct,18,1,r1p2s1
English,USA,2,1,1,2,5,3,4,3,7,1,1,34544,52065,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,1,2,2,3,3,2,5,2,3,126648,56618,3,Correct,16,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,4,3,2,5,1,3,73326,33407,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,2,2,2,2,5,3,2,65933,60501,3,Correct,15,1,r1p2s1
Spanish,Colombia,2,2,1,2,5,4,2,2,6,1,4,81628,21332,5,Correct,14,1,r1p2s1
Spanish,Venezuela,2,2,2,2,3,2,4,1,9,2,3,64540,114420,3,Incorrect,15,2,r1p2s1
Spanish,Colombia,2,1,2,1,4,4,3,3,7,3,2,37052,32048,4,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,2,2,2,5,2,3,31402,31624,4,Incorrect,15,1,r1p2s1
English,USA,2,2,1,2,4,1,3,1,5,1,5,40662,14192,5,Correct,18,1,r1p2s1
Spanish,USA,2,2,1,2,5,2,2,1,5,1,3,282539,350649,4,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,2,2,1,5,3,1,41096,27695,4,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,2,1,5,5,4,3,8,3,3,123665,26529,3,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,1,5,3,3,2,5,1,3,121174,80131,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,2,1,4,4,2,2,6,1,1,77245,28927,4,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,1,5,4,3,3,5,1,3,5549,4712,3,Correct,14,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,4,3,2,5,1,3,59689,16102,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,2,4,3,2,8,3,5,122750,140389,5,Incorrect,17,2,r1p2s1
Spanish,Colombia,2,2,1,2,3,4,1,2,5,1,2,35665,136227,4,Incorrect,14,2,r1p2s1
Spanish,Colombia,2,2,2,2,4,3,2,2,5,2,2,108229,62947,4,Correct,15,1,r1p2s1
English,USA,2,2,1,2,5,3,3,2,7,2,2,7974,24423,4,Incorrect,16,1,r1p2s1
English,USA,2,2,1,2,5,5,3,1,7,1,3,58606,12229,5,Correct,18,1,r1p2s1
English,USA,2,2,1,2,5,2,2,1,6,2,4,24629,64549,4,Incorrect,14,2,r1p2s1
Spanish,Colombia,2,1,2,1,5,4,3,2,8,1,3,86761,15777,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,5,4,2,2,5,2,3,152341,172329,4,Incorrect,18,2,r1p2s1
Spanish,Colombia,2,2,1,2,3,3,2,2,5,1,1,149777,43166,5,Correct,18,1,r1p2s1
Spanish,Colombia,1,2,2,2,1,2,1,1,5,1,2,13565,14328,3,Incorrect,17,1,r1p2s1
Spanish,Colombia,2,2,2,2,1,1,1,1,6,2,3,168382,54345,3,Correct,14,1,r1p2s1
Spanish,USA,2,2,2,1,5,5,4,2,7,1,1,88714,30580,3,Correct,18,1,r1p2s1
Spanish,Colombia,2,1,2,1,4,3,4,2,9,1,2,191713,35531,5,Correct,18,1,r1p2s1
Spanish,Colombia,2,2,1,2,4,4,4,3,5,1,2,45584,67348,4,Incorrect,17,1,r1p2s1
English,USA,2,2,1,2,5,2,3,1,6,2,2,17343,156321,5,Incorrect,15,2,r1p2s1
Spanish,Colombia,2,1,2,1,4,3,4,2,9,2,1,126010,95337,5,Correct,18,2,r1p2s1
Spanish,Colombia,2,2,1,2,4,4,4,2,5,1,3,133964,18931,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,3,110520,67681,3,Incorrect,15,1,r1p2s2
Spanish,Colombia,2,2,1,2,5,3,3,3,7,1,2,137992,26088,2,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,1,2,5,1,2,79876,19706,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,2,2,2,5,1,3,140120,35075,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,3,2,1,5,4,5,101632,37977,5,Correct,18,1,r1p2s2
English,USA,2,2,1,2,5,1,3,1,5,2,4,55668,26724,5,Correct,18,1,r1p2s2
English,USA,2,2,1,2,5,2,2,1,5,2,2,61037,54525,2,Incorrect,15,2,r1p2s2
English,USA,2,2,1,2,5,4,2,2,5,1,4,53901,21088,2,Correct,15,1,r1p2s2
Spanish,Colombia,2,2,2,1,5,4,4,3,6,3,4,128536,26101,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,2,1,5,1,1,179346,266193,4,Incorrect,14,2,r1p2s2
Spanish,Colombia,2,2,1,2,3,5,3,3,5,1,1,218487,72633,3,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,5,3,1,1,5,1,5,95168,89201,3,Incorrect,14,2,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,1,2,5,1,4,176683,31337,3,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,5,4,2,2,5,2,1,61622,18373,3,Correct,14,1,r1p2s2
English,USA,2,2,1,2,5,4,3,1,5,2,3,72098,395240,5,Correct,18,1,r1p2s2
Spanish,Colombia,2,1,2,1,4,4,4,4,9,1,1,103504,28512,2,Correct,18,1,r1p2s2
Spanish,Colombia,2,1,2,2,3,3,2,1,6,3,3,65179,42970,3,Incorrect,15,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,3,3,6,1,2,126941,50655,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,1,1,2,5,3,4,2,5,1,2,57627,21576,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,2,1,1,1,1,1,5,1,1,3870,32023,1,Incorrect,18,1,r1p2s2
Spanish,Colombia,2,1,1,2,3,2,3,1,7,1,3,99741,75865,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,2,3,2,1,5,3,3,7114,10438,3,Correct,15,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,5,571318,102507,2,Incorrect,17,1,r1p2s2
English,USA,2,2,1,2,5,1,4,1,6,2,2,53637,13871,5,Correct,18,1,r1p2s2
English,USA,2,2,1,2,5,3,2,1,5,1,2,59936,74332,3,Incorrect,15,2,r1p2s2
English,USA,2,2,1,2,5,2,3,1,5,1,5,244717,132663,1,Incorrect,17,2,r1p2s2
English,USA,2,1,1,2,5,3,4,2,8,1,2,54908,21870,2,Correct,18,1,r1p2s2
Spanish,Colombia,2,1,1,1,5,5,3,3,8,1,2,90927,13936,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,3,2,5,1,5,170371,39567,3,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,3,2,2,5,1,4,164570,26148,1,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,4,3,3,5,1,2,63580,41426,3,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,2,1,4,4,4,4,8,1,2,70299,39049,5,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,3,2,6,3,3,116221,55454,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,2,3,2,2,5,1,1,49668,26286,4,Correct,14,1,r1p2s2
English,USA,2,2,1,2,5,2,3,1,6,1,4,66424,88563,4,Incorrect,14,2,r1p2s2
English,USA,2,2,1,2,5,1,3,1,5,3,5,63873,15829,5,Correct,18,1,r1p2s2
English,USA,2,2,1,2,4,4,3,3,5,2,2,110692,28142,5,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,5,3,3,2,5,2,2,141293,36552,5,Correct,14,1,r1p2s2
French,France,2,2,2,1,5,4,3,3,5,2,1,177572,29898,3,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,3,3,5,1,3,131169,55079,2,Correct,15,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,3,371963,394978,5,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,1,102125,20796,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,4,3,2,6,1,3,56319,33023,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,3,2,2,5,3,2,49015,14613,4,Correct,15,1,r1p2s2
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,2,63160,42484,4,Incorrect,15,1,r1p2s2
Arabic,Suadi Arabia,2,2,1,2,3,2,2,1,5,3,4,32978,138142,2,Correct,14,1,r1p2s2
English,USA,2,2,1,2,5,4,3,1,6,1,4,15535,249166,2,Incorrect,14,1,r1p2s2
English,USA,2,2,1,2,5,3,3,2,5,2,3,72841,131988,4,Incorrect,14,2,r1p2s2
English,USA,2,1,1,2,5,2,4,1,6,2,3,85415,36394,2,Correct,18,1,r1p2s2
English,USA,2,1,1,2,5,5,3,2,7,1,2,85313,140517,2,Correct,18,2,r1p2s2
Spanish,Colombia,2,1,1,2,3,3,2,1,7,3,3,23682,13476,3,Correct,16,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,5,137394,45624,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,2,1,2,5,4,2,2,5,2,2,39242,65549,2,Correct,14,1,r1p2s2
Spanish,Colombia,2,1,2,1,4,4,4,2,8,2,1,36547,56196,4,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,2,96852,16311,5,Correct,18,1,r1p2s2
Spanish,Colombia,2,2,1,2,2,3,1,2,5,3,2,308426,76377,4,Correct,15,2,r1p2s2
Spanish,Colombia,2,1,2,2,5,2,4,1,9,1,2,1489976,40638,3,Correct,17,1,r1p2s2
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,3,101208,32461,3,Correct,18,1,r1p2s2
English,USA,2,1,2,2,5,3,4,2,7,1,3,78113,24339,3,Correct,14,1,r1p2s2
English,USA,2,2,1,2,5,4,3,2,5,2,3,17528,389383,1,Correct,15,1,r1p2s2
English,USA,2,2,1,2,4,3,2,1,5,2,3,8027,22891,4,Correct,14,1,r1p2s2
Spanish,Colombia,2,1,1,2,4,4,3,3,7,1,2,113368,45375,1,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,4,3,2,5,1,4,57516,24625,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,3,2,5,1,2,94197,146845,3,Correct,18,2,r1p2s3
Spanish,Colombia,2,1,1,2,3,3,2,1,7,1,1,61011,94150,5,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,2,2,1,5,2,2,135623,74281,4,Correct,17,2,r1p2s3
Spanish,Germany,2,1,2,2,3,3,2,2,6,1,2,139926,108533,3,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,3,2,2,5,1,2,37822,19925,5,Correct,18,1,r1p2s3
Spanish,USA,2,2,2,1,5,4,4,4,5,2,2,37228,230552,5,Correct,18,2,r1p2s3
English,USA,2,2,1,2,5,2,4,1,5,2,2,112377,171578,4,Correct,18,2,r1p2s3
English,USA,2,2,1,2,5,2,2,1,5,2,3,55539,42228,3,Correct,14,2,r1p2s3
English,USA,2,1,1,2,5,2,3,1,6,1,2,18170,62066,5,Correct,14,1,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,2,1,5,1,1,136324,157464,5,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,2,3,2,2,5,1,2,224188,201605,5,Correct,15,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,2,2,1,5,1,2,109936,38208,3,Incorrect,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,2,3,2,1,5,1,3,89757,162438,5,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,3,113627,30924,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,1,1,2,4,4,3,2,7,1,2,91672,539369,5,Incorrect,16,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,2,51561,19529,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,3,2,5,2,3,90890,21480,4,Correct,15,1,r1p2s3
English,USA,2,2,1,2,5,2,3,1,5,1,4,91978,102680,4,Incorrect,18,2,r1p2s3
English,USA,2,2,1,2,5,4,3,3,5,1,1,57682,54283,5,Correct,18,2,r1p2s3
English,USA,2,2,1,2,5,3,3,2,5,2,2,76639,64185,5,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,4,3,3,5,2,1,55570,54855,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,3,192370,98372,5,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,4,2,2,6,2,2,56962,69135,4,Incorrect,18,2,r1p2s3
Spanish,Colombia,2,1,1,2,4,4,2,2,6,2,1,44276,47091,5,Incorrect,18,2,r1p2s3
Spanish,Colombia,2,1,1,2,4,4,2,1,6,3,3,52173,34393,3,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,1,1,5,1,1,169131,189627,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,1,1,2,4,4,4,4,7,1,2,187215,59984,5,Correct,18,2,r1p2s3
Spanish,Colombia,2,1,1,2,4,4,3,2,6,1,5,94764,103037,5,Correct,18,2,r1p2s3
Arabic,USA,2,2,2,1,4,4,4,2,5,1,3,62127,138086,5,Correct,18,2,r1p2s3
Telugu,India,2,2,2,1,4,3,2,1,5,2,4,43778,56165,4,Incorrect,14,1,r1p2s3
English,USA,2,2,1,2,5,3,2,1,5,1,1,84856,56448,4,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,5,3,3,6,2,3,103678,22200,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,2,1,2,4,3,1,1,5,1,3,111391,112374,4,Correct,14,2,r1p2s3
Spanish,Colombia,2,1,2,2,5,3,4,2,9,2,1,33795,72651,4,Correct,14,1,r1p2s3
Spanish,Colombia,2,1,2,1,3,5,4,4,9,2,1,132868,135788,5,Correct,16,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,4,4,2,5,1,1,127063,33742,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,2,1,2,2,3,3,3,5,1,2,152293,35282,4,Correct,15,2,r1p2s3
Spanish,Colombia,2,2,1,2,2,3,2,1,5,2,1,34946,155639,5,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,2,4,3,1,6,1,5,86565,37717,4,Correct,14,1,r1p2s3
English,USA,2,2,1,2,5,3,2,1,5,1,3,186114,27557,5,Correct,18,1,r1p2s3
English,USA,2,2,1,2,4,2,2,2,5,3,3,66867,57985,4,Correct,16,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,4,4,3,5,1,1,43217,33422,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,1,2,1,3,4,3,3,8,1,3,92321,97538,5,Correct,14,1,r1p2s3
Spanish,Colombia,2,2,1,2,3,2,1,1,5,1,3,74751,49544,3,Incorrect,14,1,r1p2s3
Spanish,Colombia,2,2,1,2,5,4,1,2,5,1,2,96295,130068,4,Correct,15,2,r1p2s3
Spanish,Colombia,2,2,1,2,3,3,2,2,5,3,4,2531,6439,3,Incorrect,15,1,r1p2s3
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,1,63457,13063,4,Correct,18,1,r1p2s3
English,USA,2,2,1,2,5,2,2,1,5,3,2,52874,56021,3,Incorrect,14,2,r1p2s3
English,USA,2,2,1,2,5,3,4,1,6,2,3,74916,38190,4,Correct,14,1,r1p2s3
English,USA,2,2,1,2,5,3,4,2,5,3,3,86907,50737,5,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,3,3,1,8,2,2,72620,141369,4,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,4,4,2,5,1,3,40476,67800,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,2,3,2,1,5,3,1,58000,38400,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,2,1,4,2,2,1,7,2,5,229177,64211,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,4,3,2,2,5,2,2,66099,14993,5,Correct,18,1,r1p2s3
Spanish,Colombia,2,1,1,2,4,3,3,2,5,1,2,71867,87367,5,Correct,14,2,r1p2s3
Spanish,Colombia,2,2,2,1,2,4,2,2,6,1,1,148440,137046,3,Incorrect,15,1,r1p2s3
Spanish,Colombia,2,2,1,2,5,3,3,3,5,2,2,129772,24361,4,Correct,18,1,r1p2s3
English,USA,2,2,1,2,4,3,2,1,5,2,3,148983,178598,2,Correct,18,2,r1p2s3
English,USA,2,2,1,2,5,2,2,1,5,2,3,58889,66042,4,Correct,18,2,r1p2s3
Spanish,Colombia,2,2,1,2,5,5,1,3,5,1,5,45765,39244,5,Correct,18,1,r1p2s4
Spanish,Colombia,2,1,1,2,3,3,2,1,6,2,3,78551,18072,4,Incorrect,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,3,1,1,5,2,2,118199,194155,4,Incorrect,18,2,r1p2s4
Spanish,Colombia,2,1,2,1,3,3,4,1,9,3,3,95751,81609,4,Incorrect,14,2,r1p2s4
Spanish,Colombia,2,2,1,2,5,5,4,3,6,1,1,92778,57890,2,Correct,14,2,r1p2s4
Spanish,Colombia,2,1,2,2,5,5,4,4,9,2,5,135760,203852,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,1,1,6,2,2,122047,132253,5,Incorrect,16,1,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,3,3,93158,119651,5,Incorrect,14,2,r1p2s4
English,USA,2,1,1,2,5,4,3,3,6,2,2,34962,15164,4,Incorrect,18,1,r1p2s4
English,USA,2,2,1,2,5,3,3,1,5,2,4,77635,42961,4,Correct,18,1,r1p2s4
English,USA,2,2,1,2,5,3,2,2,5,1,2,172084,75067,5,Correct,18,2,r1p2s4
English,USA,2,2,1,2,5,3,3,1,5,1,1,49014,56559,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,1,2,1,3,4,1,3,8,2,3,244056,77748,3,Correct,15,2,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,3,94701,50083,4,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,4,4,3,2,5,1,3,136406,26673,3,Correct,15,1,r1p2s4
Spanish,Spain,2,2,2,1,5,5,4,4,9,2,2,177435,441854,3,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,5,4,2,2,5,1,2,48735,9390,5,Correct,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,3,3,5,3,3,65644,73047,4,Incorrect,18,2,r1p2s4
English,USA,2,2,1,2,5,2,3,1,5,2,3,50282,56585,4,Correct,18,2,r1p2s4
English,USA,2,2,1,2,5,4,3,2,6,2,4,56309,27015,4,Incorrect,16,1,r1p2s4
English,USA,2,1,1,2,4,3,3,2,6,1,1,21642,89564,5,Correct,18,1,r1p2s4
English,USA,2,2,1,2,5,4,2,2,5,2,3,30884,11337,4,Incorrect,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,1,5,2,2,127720,83336,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,4,3,1,2,5,2,1,115181,134399,4,Correct,14,2,r1p2s4
Spanish,Colombia,2,2,2,1,4,5,3,3,5,2,3,131643,51891,3,Correct,18,2,r1p2s4
Spanish,Argentina,2,2,2,1,3,2,3,1,7,1,2,277424,76499,5,Correct,15,1,r1p2s4
Spanish,Colombia,2,1,2,2,3,4,2,4,9,1,3,195626,96424,2,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,1,3,68244,109893,4,Correct,18,1,r1p2s4
Spanish,Colombia,2,2,1,2,5,3,2,1,5,1,5,97582,72031,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,3,138533,101621,3,Correct,15,2,r1p2s4
English,USA,2,2,1,2,5,3,3,1,5,1,2,61026,47205,5,Incorrect,18,1,r1p2s4
English,USA,2,2,1,2,5,2,2,1,5,2,2,37695,44368,5,Incorrect,16,1,r1p2s4
Spanish,Colombia,2,1,2,2,4,3,3,1,6,1,1,76887,78760,3,Incorrect,15,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,3,2,1,5,2,1,127344,53245,4,Incorrect,15,2,r1p2s4
Spanish,Colombia,2,1,2,1,4,3,3,1,7,2,3,237735,96974,4,Correct,16,1,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,2,7,2,3,145103,29714,2,Incorrect,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,3,2,1,6,1,2,125458,70765,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,1,5,1,2,60332,75136,4,Correct,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,4,3,3,5,1,2,135856,146499,4,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,3,3,207043,65045,3,Incorrect,15,2,r1p2s4
English,USA,2,2,1,2,4,3,2,1,5,1,2,85007,26583,4,Incorrect,15,1,r1p2s4
English,USA,2,2,1,2,4,3,2,1,5,3,5,128043,133348,5,Correct,18,2,r1p2s4
English,USA,2,2,1,2,5,2,2,1,5,1,2,113760,94033,4,Correct,14,2,r1p2s4
English,USA,2,2,2,1,5,2,1,1,5,2,2,66309,44085,4,Correct,14,1,r1p2s4
German,Germany,2,2,2,2,4,3,4,3,5,1,1,115517,28221,2,Incorrect,16,1,r1p2s4
English,USA,2,2,1,2,5,3,4,2,5,2,5,242243,86218,5,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,2,3,3,1,5,1,5,39786,162126,4,Correct,18,2,r1p2s4
Spanish,Colombia,2,1,1,2,5,5,4,3,6,3,3,100553,73367,4,Correct,18,2,r1p2s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,1,3,111185,175503,4,Correct,14,1,r1p2s4
Spanish,Colombia,2,1,2,1,2,4,4,4,9,1,2,290525,32407,3,Incorrect,15,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,3,3,2,6,1,3,122593,221085,4,Correct,14,2,r1p2s4
Spanish,Colombia,2,2,1,2,2,4,3,3,5,1,3,113787,66660,5,Correct,14,2,r1p2s4
Spanish,Colombia,2,2,1,2,2,3,2,2,5,2,3,63852,51086,5,Incorrect,14,1,r1p2s4
Spanish,Colombia,2,2,1,2,4,4,3,3,6,2,1,167660,103428,4,Correct,14,2,r1p2s4
Spanish,Colombia,2,1,2,1,5,5,4,2,9,1,3,59031,127743,4,Correct,18,2,r1p2s4
English,USA,2,2,1,2,5,3,3,3,5,2,3,0,19099,3,Incorrect,14,1,r1p2s4
English,USA,2,2,1,2,4,2,2,1,5,1,3,70745,202798,4,Correct,14,2,r1p2s4
English,USA,2,1,1,2,5,2,3,1,7,2,2,41704,57320,4,Correct,18,2,r1p2s4
German,Germany,2,2,2,2,5,4,4,4,5,2,4,89837,60147,5,Correct,18,1,r1p2s4
Spanish,Colombia,2,2,2,2,2,3,2,1,5,1,2,87230,181704,4,Incorrect,14,1,r1p2s4
